name,year,latitude,longitude,city,region,zipCode,cuisine,price,url,stars,price_level,price_numeric,years_since_award,decade,hemisphere,continent,has_url,name_length,name_word_count,distance_to_ny,city_restaurant_density,climate_zone,coastal_proximity
Domestic,2019,56.15893,10.212132,Aarhus,Denmark,8000,Modern,$$$,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/domestic,1,Expensive,3,6,2010,Northern,Europe,True,8,1,6032.017292407728,4,Subarctic,Near Coastal
Substans,2019,56.15415,10.20372,Aarhus,Denmark,8000,Modern,$$$,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/substans,1,Expensive,3,6,2010,Northern,Europe,True,8,1,6031.72956023267,4,Subarctic,Near Coastal
Frederikshøj,2019,56.12497,10.208638,Aarhus,Denmark,8000,Creative,$$$$,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/frederikshoj,1,Very Expensive,4,6,2010,Northern,Europe,True,12,1,6033.21186008311,4,Subarctic,Near Coastal
Me‚Mu,2019,55.70901,9.53302,Vejle,Denmark,7100,Modern,$$$,https://guide.michelin.com/dk/en/vejle/restaurant/me%E2%80%9Amu,1,Expensive,3,6,2010,Northern,Europe,True,5,1,6011.106729684616,1,Subarctic,Near Coastal
Ti Trin Ned,2019,55.56659,9.752689,Fredericia,Denmark,7000,Modern,$$$,https://guide.michelin.com/dk/en/southern-denmark/fredericia/restaurant/ti-trin-ned,1,Expensive,3,6,2010,Northern,Europe,True,11,3,6029.76235895408,1,Subarctic,Near Coastal
Slotskøkkenet,2019,55.771236,11.390805,Hørve,Denmark,4534,Creative,$$$$,https://guide.michelin.com/dk/en/zealand/horve/restaurant/slotskokkenet,1,Very Expensive,4,6,2010,Northern,Europe,True,13,1,6116.22383419799,1,Subarctic,Near Coastal
Søllerød Kro,2019,55.81325,12.49548,København,Denmark,2840,Modern,$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/sollerod-kro,1,Moderate,2,6,2010,Northern,Europe,True,12,2,6177.9134355685,17,Subarctic,Coastal
Jordnær,2019,55.748226,12.541014,København,Denmark,2820,Danish,$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/jordnaer,1,Expensive,3,6,2010,Northern,Europe,True,7,1,6183.406678882155,17,Subarctic,Coastal
Relæ,2019,55.693233,12.543222,København,Denmark,2200 N,Modern,$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/relae,1,Moderate,2,6,2010,Northern,Europe,True,4,1,6185.97600634555,17,Subarctic,Coastal
Kiin Kiin,2019,55.69188,12.55754,København,Denmark,2200 N,Thai,$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kiin-kiin,1,Moderate,2,6,2010,Northern,Europe,True,9,2,6186.858669310333,17,Subarctic,Coastal
formel B,2019,55.67031,12.53798,København,Denmark,1800 C,Modern,$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/formel-b,1,Moderate,2,6,2010,Northern,Europe,True,8,2,6186.69388852029,17,Subarctic,Coastal
Kokkeriet,2019,55.68768,12.58492,København,Denmark,1306 K,Modern,$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kokkeriet,1,Expensive,3,6,2010,Northern,Europe,True,9,1,6188.6183025526625,17,Subarctic,Coastal
Clou,2019,55.68342,12.58497,København,Denmark,2100 K,Modern,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/clou,1,Very Expensive,4,6,2010,Northern,Europe,True,4,1,6188.81077107811,17,Subarctic,Coastal
Marchal,2019,55.68034,12.58508,København,Denmark,1050 K,Modern,$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/marchal,1,Moderate,2,6,2010,Northern,Europe,True,7,1,6188.954182332019,17,Subarctic,Coastal
Kong Hans Kælder,2019,55.6787,12.584003,København,Denmark,1070 K,French,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kong-hans-kaelder,1,Very Expensive,4,6,2010,Northern,Europe,True,16,3,6188.965307327098,17,Subarctic,Coastal
Stud!o at The Standard,2019,55.67799,12.59191,København,Denmark,1058 K,Creative,$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/stud-o-at-the-standard,1,Expensive,3,6,2010,Northern,Europe,True,22,4,6189.451187789513,17,Subarctic,Coastal
108,2019,55.67785,12.5980835,København,Denmark,1401 K,Modern,$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/108,1,Expensive,3,6,2010,Northern,Europe,True,3,1,6189.812091683123,17,Subarctic,Coastal
Era Ora,2019,55.673004,12.591292,København,Denmark,1414 K,Italian,$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/era-ora,1,Moderate,2,6,2010,Northern,Europe,True,7,2,6189.637684271031,17,Subarctic,Coastal
Alouette,2019,55.66265,12.57634,København,Denmark,2300 S,Modern,$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/alouette,1,Expensive,3,6,2010,Northern,Europe,True,8,1,6189.239463481602,17,Subarctic,Coastal
Frederiksminde,2019,55.12417,12.04623,Præstø,Denmark,4720,Creative,$$$,https://guide.michelin.com/dk/en/zealand/praesto/restaurant/frederiksminde,1,Expensive,3,6,2010,Northern,Europe,True,14,1,6182.526318466133,1,Subarctic,Near Coastal
Kadeau Bornholm,2019,55.00457,14.969216,Pedersker,Denmark,3720,Creative,$$$$,https://guide.michelin.com/dk/en/capital-region/pedersker/restaurant/kadeau-bornholm,1,Very Expensive,4,6,2010,Northern,Europe,True,15,2,6357.295375715362,1,Subarctic,Near Coastal
Ask,2019,60.17236,24.95648,Helsingfors  Helsinki,Finland,00170,Modern,$$$,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ask,1,Expensive,3,6,2010,Northern,Europe,True,3,1,6619.159680452625,6,Subarctic,Inland
Grön,2019,60.16446,24.93308,Helsingfors  Helsinki,Finland,00180,Finnish,$$$,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/gron,1,Expensive,3,6,2010,Northern,Europe,True,4,1,6618.470162420971,6,Subarctic,Inland
Demo,2019,60.164806,24.941635,Helsingfors  Helsinki,Finland,00120,Modern,$$$,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/demo,1,Expensive,3,6,2010,Northern,Europe,True,4,1,6618.8622940200685,6,Subarctic,Inland
Olo,2019,60.16616,24.947704,Helsingfors  Helsinki,Finland,00170,Modern,$$$,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/olo,1,Expensive,3,6,2010,Northern,Europe,True,3,1,6619.079410348677,6,Subarctic,Inland
Palace,2019,60.16556,24.95256,Helsingfors  Helsinki,Finland,00130,Modern,$$$,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/palace,1,Expensive,3,6,2010,Northern,Europe,True,6,1,6619.345819707851,6,Subarctic,Inland
Ora,2019,60.157578,24.942947,Helsingfors  Helsinki,Finland,00150,Modern,$$$,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ora,1,Expensive,3,6,2010,Northern,Europe,True,3,1,6619.3233720612625,6,Subarctic,Inland
Botrini's,2019,38.02318,23.79377,Athína,Greece,152 33,Mediterranean,$$$$$,https://guide.michelin.com/gr/en/attica/athina/restaurant/botrini-s,1,Luxury,5,6,2010,Northern,Europe,True,9,1,7927.285454676138,4,Temperate,Inland
Varoulko Seaside,2019,37.937378,23.658577,Athína,Greece,185 33,Seafood,$$$$$,https://guide.michelin.com/gr/en/attica/athina/restaurant/varoulko-seaside,1,Luxury,5,6,2010,Northern,Europe,True,16,2,7923.699774617796,4,Temperate,Inland
Hytra,2019,37.95818,23.71895,Athína,Greece,11745,Modern,$$$$$,https://guide.michelin.com/gr/en/attica/athina/restaurant/hytra,1,Luxury,5,6,2010,Northern,Europe,True,5,1,7926.48990473562,4,Temperate,Inland
Loaf On,2019,22.379858,114.27188,Hong Kong,Hong Kong,Unknown,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/loaf-on,1,Moderate,2,6,2010,Northern,Asia,True,7,2,12947.439460416272,61,Tropical,Coastal
Lei Garden (Kwun Tong),2019,22.312672,114.22482,Hong Kong,Hong Kong,Unknown,Cantonese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-kwun-tong,1,Budget,1,6,2010,Northern,Asia,True,22,4,12955.443181811987,61,Tropical,Coastal
Tim Ho Wan (Sham Shui Po),2019,22.32805,114.16665,Hong Kong,Hong Kong,Unknown,Dim Sum,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tim-ho-wan-sham-shui-po,1,Budget,1,6,2010,Northern,Asia,True,25,6,12954.468786666348,61,Tropical,Coastal
Lei Garden (Mong Kok),2019,22.320219,114.17133,Hong Kong,Hong Kong,Unknown,Cantonese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-mong-kok,1,Budget,1,6,2010,Northern,Asia,True,21,4,12955.275234842737,61,Tropical,Coastal
Ming Court,2019,22.318314,114.16933,Hong Kong,Hong Kong,Unknown,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ming-court,1,Expensive,3,6,2010,Northern,Asia,True,10,2,12955.510302276798,61,Tropical,Coastal
Yat Tung Heen (Jordan),2019,22.308014,114.17147,Hong Kong,Hong Kong,Unknown,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-tung-heen-jordan,1,Moderate,2,6,2010,Northern,Asia,True,22,4,12956.62074649223,61,Tropical,Coastal
Fu Ho (Tsim Sha Tsui),2019,22.3022,114.17194,Hong Kong,Hong Kong,Unknown,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/fu-ho-tsim-sha-tsui,1,Moderate,2,6,2010,Northern,Asia,True,21,5,12957.256696364097,61,Tropical,Coastal
Shang Palace,2019,22.297325,114.177155,Hong Kong,Hong Kong,Unknown,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/shang-palace,1,Expensive,3,6,2010,Northern,Asia,True,12,2,12957.73014191495,61,Tropical,Coastal
IM Teppanyaki & Wine,2019,22.280807,114.19211,Hong Kong,Hong Kong,Unknown,Teppanyaki,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/im-teppanyaki-wine,1,Moderate,2,6,2010,Northern,Asia,True,20,4,12959.367701043268,61,Tropical,Coastal
Ah Yat Harbour View (Tsim Sha Tsui),2019,22.296984,114.17197,Hong Kong,Hong Kong,Unknown,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ah-yat-harbour-view-tsim-sha-tsui,1,Moderate,2,6,2010,Northern,Asia,True,35,7,12957.832090071997,61,Tropical,Coastal
Rech,2019,22.293434,114.174034,Hong Kong,Hong Kong,Unknown,Seafood,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/rech,1,Very Expensive,4,6,2010,Northern,Asia,True,4,1,12958.19835932901,61,Tropical,Coastal
Spring Moon,2019,22.294943,114.17182,Hong Kong,Hong Kong,Unknown,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/spring-moon,1,Expensive,3,6,2010,Northern,Asia,True,11,2,12958.059244615728,61,Tropical,Coastal
Imperial Treasure Fine Chinese Cuisine,2019,22.296177,114.170006,Hong Kong,Hong Kong,Unknown,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/imperial-treasure-fine-chinese-cuisine,1,Moderate,2,6,2010,Northern,Asia,True,38,5,12957.945518840557,61,Tropical,Coastal
Sushi Tokami,2019,22.296112,114.16916,Hong Kong,Hong Kong,Unknown,Sushi,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-tokami,1,Luxury,5,6,2010,Northern,Asia,True,12,2,12957.963180293491,61,Tropical,Coastal
Tosca,2019,22.30357,114.16007,Hong Kong,Hong Kong,Unknown,Italian,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tosca352519,1,Expensive,3,6,2010,Northern,Asia,True,5,1,12957.252521126431,61,Tropical,Coastal
Épure,2019,22.29583,114.169304,Unknown,Hong Kong,Unknown,French,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/epure,1,Expensive,3,6,2010,Northern,Asia,True,5,1,12957.992524010067,2,Tropical,Coastal
Yee Tung Heen,2019,22.282295,114.184135,Hong Kong,Hong Kong,Unknown,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yee-tung-heen,1,Moderate,2,6,2010,Northern,Asia,True,13,3,12959.302550279877,61,Tropical,Coastal
Yè Shanghai (Tsim Sha Tsui),2019,22.295143,114.168236,Hong Kong,Hong Kong,Unknown,Shanghainese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ye-shanghai-tsim-sha-tsui,1,Budget,1,6,2010,Northern,Asia,True,27,5,12958.081595595537,61,Tropical,Coastal
Ho Hung Kee,2019,22.280058,114.18364,Hong Kong,Hong Kong,Unknown,Chinese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ho-hung-kee,1,Budget,1,6,2010,Northern,Asia,True,11,3,12959.555622342512,61,Tropical,Coastal
Jardin de Jade (Wan Chai),2019,22.28025,114.17716,Hong Kong,Hong Kong,Unknown,Shanghainese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/jardin-de-jade-wan-chai,1,Moderate,2,6,2010,Northern,Asia,True,25,5,12959.614875527934,61,Tropical,Coastal
Zhejiang Heen,2019,22.2787,114.17763,Hong Kong,Hong Kong,Unknown,Shanghainese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/zhejiang-heen,1,Moderate,2,6,2010,Northern,Asia,True,13,2,12959.78013662338,61,Tropical,Coastal
Takumi by Daisuke Mori,2019,22.276512,114.17718,Hong Kong,Hong Kong,Unknown,Innovative,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/takumi-by-daisuke-mori,1,Luxury,5,6,2010,Northern,Asia,True,22,4,12960.027239719497,61,Tropical,Coastal
Kam's Roast Goose,2019,22.277693,114.175385,Hong Kong,Hong Kong,Unknown,Cantonese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kam-s-roast-goose,1,Budget,1,6,2010,Northern,Asia,True,17,3,12959.919151226717,61,Tropical,Coastal
Pang's Kitchen,2019,22.26921,114.18452,Hong Kong,Hong Kong,Unknown,Cantonese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pang-s-kitchen,1,Budget,1,6,2010,Northern,Asia,True,14,2,12960.742113343742,61,Tropical,Coastal
Xin Rong Ji,2019,22.278013,114.17273,Hong Kong,Hong Kong,Unknown,Taizhou,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/xin-rong-ji,1,Expensive,3,6,2010,Northern,Asia,True,11,3,12959.916765226,61,Tropical,Coastal
Qi (Wan Chai),2019,22.276443,114.17126,Hong Kong,Hong Kong,Unknown,Sichuan,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/qi-wan-chai,1,Budget,1,6,2010,Northern,Asia,True,13,3,12960.108300267704,61,Tropical,Coastal
Man Wah,2019,22.282213,114.15951,Hong Kong,Hong Kong,Unknown,Cantonese,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/man-wah,1,Very Expensive,4,6,2010,Northern,Asia,True,7,2,12959.616985719578,61,Tropical,Coastal
Summer Palace,2019,22.277136,114.1643,Hong Kong,Hong Kong,Unknown,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/summer-palace,1,Expensive,3,6,2010,Northern,Asia,True,13,2,12960.118082456633,61,Tropical,Coastal
Octavium,2019,22.282587,114.1572,Hong Kong,Hong Kong,Unknown,Italian,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/octavium,1,Expensive,3,6,2010,Northern,Asia,True,8,1,12959.604301637746,61,Tropical,Coastal
Arbor,2019,22.283146,114.15542,Unknown,Hong Kong,Unknown,Innovative,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arbor,1,Expensive,3,6,2010,Northern,Asia,True,5,1,12959.564628092523,2,Tropical,Coastal
VEA,2019,22.284931,114.15313,Hong Kong,Hong Kong,Unknown,Innovative,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/vea,1,Luxury,5,6,2010,Northern,Asia,True,3,1,12959.3959242508,61,Tropical,Coastal
Mandarin Grill + Bar,2019,22.281048,114.1574,Hong Kong,Hong Kong,Unknown,European,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/mandarin-grill-bar,1,Very Expensive,4,6,2010,Northern,Asia,True,20,4,12959.771711492935,61,Tropical,Coastal
Yat Lok,2019,22.28226,114.155655,Hong Kong,Hong Kong,Unknown,Cantonese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-lok,1,Budget,1,6,2010,Northern,Asia,True,7,2,12959.659522829883,61,Tropical,Coastal
Guo Fu Lou,2019,22.278313,114.16034,Hong Kong,Hong Kong,Unknown,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/guo-fu-lou567828,1,Expensive,3,6,2010,Northern,Asia,True,10,3,12960.037214762897,61,Tropical,Coastal
Celebrity Cuisine,2019,22.284334,114.15312,Hong Kong,Hong Kong,Unknown,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/celebrity-cuisine,1,Moderate,2,6,2010,Northern,Asia,True,17,2,12959.461949614251,61,Tropical,Coastal
Sushi Wadatsumi,2019,22.281038,114.15646,Hong Kong,Hong Kong,Unknown,Sushi,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-wadatsumi,1,Expensive,3,6,2010,Northern,Asia,True,15,2,12959.784451966434,61,Tropical,Coastal
Arcane,2019,22.280624,114.15682,Hong Kong,Hong Kong,Unknown,European,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arcane,1,Expensive,3,6,2010,Northern,Asia,True,6,1,12959.825695860322,61,Tropical,Coastal
Duddell's,2019,22.28008,114.157364,Hong Kong,Hong Kong,Unknown,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/duddell-s,1,Expensive,3,6,2010,Northern,Asia,True,9,1,12959.879011896426,61,Tropical,Coastal
Beefbar,2019,22.27982,114.15752,Hong Kong,Hong Kong,Unknown,Steakhouse,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/beefbar,1,Moderate,2,6,2010,Northern,Asia,True,7,1,12959.905781205329,61,Tropical,Coastal
New Punjab Club,2019,22.28005,114.15525,Hong Kong,Hong Kong,Unknown,Indian,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/new-punjab-club,1,Moderate,2,6,2010,Northern,Asia,True,15,3,12959.908491926335,61,Tropical,Coastal
Kaiseki Den by Saotome,2019,22.285713,114.147865,Hong Kong,Hong Kong,Unknown,Japanese,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kaiseki-den-by-saotome,1,Luxury,5,6,2010,Northern,Asia,True,22,4,12959.374722764102,61,Tropical,Coastal
Belon,2019,22.281662,114.152405,Hong Kong,Hong Kong,Unknown,French,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/belon,1,Expensive,3,6,2010,Northern,Asia,True,5,1,12959.765752986936,61,Tropical,Coastal
Tate,2019,22.280996,114.15276,Hong Kong,Hong Kong,Unknown,Innovative,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tate,1,Luxury,5,6,2010,Northern,Asia,True,4,1,12959.834879084261,61,Tropical,Coastal
The Ocean,2019,22.235146,114.198524,Hong Kong,Hong Kong,Unknown,French,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/the-ocean,1,Luxury,5,6,2010,Northern,Asia,True,9,2,12964.32793410717,61,Tropical,Coastal
Costes Downtown,2019,47.50113,19.048595,Budapest,Hungary,1051,Modern,$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes-downtown,1,Very Expensive,4,6,2010,Northern,Europe,True,15,2,7007.9040035509615,6,Temperate,Inland
Borkonyha Winekitchen,2019,47.49953,19.052391,Budapest,Hungary,1051,Modern,$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/borkonyha-winekitchen,1,Very Expensive,4,6,2010,Northern,Europe,True,21,2,7008.240113257686,6,Temperate,Inland
Stand,2019,47.500244,19.059624,Budapest,Hungary,1061,Modern,$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand,1,Expensive,3,6,2010,Northern,Europe,True,5,1,7008.6596635922615,6,Temperate,Inland
Babel,2019,47.492603,19.05256,Budapest,Hungary,1052,Modern,$$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/babel,1,Luxury,5,6,2010,Northern,Europe,True,5,1,7008.657538120454,6,Temperate,Inland
Costes,2019,47.48873,19.061779,Budapest,Hungary,1092,Modern,$$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes,1,Luxury,5,6,2010,Northern,Europe,True,6,1,7009.473175609916,6,Temperate,Inland
The Kitchen,2019,22.191442,113.543,Macau,Macau,Unknown,Steakhouse,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-kitchen417810,1,Expensive,3,6,2010,Northern,Asia,True,11,2,12976.997373666805,19,Tropical,Near Coastal
Tim's Kitchen,2019,22.189898,113.5439,Macau,Macau,Unknown,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/tim-s-kitchen,1,Moderate,2,6,2010,Northern,Asia,True,13,2,12977.15765865903,19,Tropical,Near Coastal
Wing Lei,2019,22.188028,113.54578,Macau,Macau,Unknown,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/wing-lei,1,Moderate,2,6,2010,Northern,Asia,True,8,2,12977.34271417159,19,Tropical,Near Coastal
King,2019,22.190178,113.54028,Macau,Macau,Unknown,Cantonese,$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/king380226,1,Budget,1,6,2010,Northern,Asia,True,4,1,12977.16826006733,19,Tropical,Near Coastal
Ying,2019,22.161234,113.555405,Macau,Macau,Unknown,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/ying,1,Moderate,2,6,2010,Northern,Asia,True,4,1,12980.192857155405,19,Tropical,Near Coastal
Shinji by Kanesaka,2019,22.149635,113.56397,Macau,Macau,Unknown,Sushi,$$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/shinji-by-kanesaka,1,Very Expensive,4,6,2010,Northern,Asia,True,18,3,12981.375959215191,19,Tropical,Near Coastal
The Golden Peacock,2019,22.148178,113.56335,Macau,Macau,Unknown,Indian,$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-golden-peacock,1,Budget,1,6,2010,Northern,Asia,True,18,3,12981.544093947732,19,Tropical,Near Coastal
Zi Yat Heen,2019,22.145418,113.56152,Macau,Macau,Unknown,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/zi-yat-heen,1,Moderate,2,6,2010,Northern,Asia,True,11,3,12981.870138842181,19,Tropical,Near Coastal
8 1/2 Otto e Mezzo - Bombana,2019,22.14918,113.55393,Macau,Macau,Unknown,Italian,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/8-1-2-otto-e-mezzo-bombana,1,Expensive,3,6,2010,Northern,Asia,True,28,7,12981.541780403502,19,Tropical,Near Coastal
Pearl Dragon,2019,22.140524,113.56256,Macau,Macau,Unknown,Cantonese,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/pearl-dragon,1,Expensive,3,6,2010,Northern,Asia,True,12,2,12982.398940660085,19,Tropical,Near Coastal
Lai Heen,2019,22.148754,113.551926,Macau,Macau,Unknown,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/lai-heen,1,Moderate,2,6,2010,Northern,Asia,True,8,2,12981.611898111403,19,Tropical,Near Coastal
FAGN,2019,63.43392,10.39628,Trondheim,Norway,7010,Modern,$$$$,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/fagn,1,Very Expensive,4,6,2010,Northern,Europe,True,4,1,5775.617192050934,2,Subarctic,Inland
Credo,2019,63.43391,10.39631,Trondheim,Norway,7066,Creative,$$$$,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/credo,1,Very Expensive,4,6,2010,Northern,Europe,True,5,1,5775.618939974028,2,Subarctic,Inland
RE-NAA,2019,58.972088,5.732877,Stavanger,Norway,4006,Creative,$$$$,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/re-naa,1,Very Expensive,4,6,2010,Northern,Europe,True,6,1,5677.354802367586,2,Subarctic,Inland
Sabi Omakase,2019,58.969936,5.7433133,Stavanger,Norway,4013,Sushi,$$$$,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/sabi-omakase,1,Very Expensive,4,6,2010,Northern,Europe,True,12,2,5677.996291127795,2,Subarctic,Inland
Galt,2019,59.91661,10.71369,Oslo,Norway,0263,Modern,$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/galt,1,Expensive,3,6,2010,Northern,Europe,True,4,1,5912.803090028914,4,Subarctic,Inland
Kontrast,2019,59.92355,10.75106,Oslo,Norway,0178,Scandinavian,$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/kontrast,1,Expensive,3,6,2010,Northern,Europe,True,8,1,5914.509589790648,4,Subarctic,Inland
Statholdergaarden,2019,59.90937,10.74305,Oslo,Norway,0151,Classic,$$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/statholdergaarden,1,Very Expensive,4,6,2010,Northern,Europe,True,17,1,5914.614458502802,4,Subarctic,Inland
Del Posto,2019,40.74327,-74.0077,New York,New York City,10011,Italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/del-posto,1,Very Expensive,4,6,2010,Northern,Americas,True,9,2,3.3911364186426103,74,Temperate,Coastal
Le Grill de Joël Robuchon,2019,40.742897,-74.0077,New York,New York City,Unknown,French,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-grill-de-joel-robuchon,1,Very Expensive,4,6,2010,Northern,Americas,True,25,5,3.34969820851858,74,Temperate,Coastal
L'Appart,2019,40.711903,-74.01544,New York,New York City,10281,French,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart,1,Very Expensive,4,6,2010,Northern,Americas,True,8,1,0.80187834221462,74,Temperate,Coastal
Okuda,2019,40.743793,-74.00633,New York,New York City,Unknown,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/okuda,1,Very Expensive,4,6,2010,Northern,Americas,True,5,1,3.4463765466293483,74,Temperate,Coastal
Wallsé,2019,40.73538,-74.00814,New York,New York City,10014,Austrian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/wallse,1,Very Expensive,4,6,2010,Northern,Americas,True,6,1,2.5172495567539754,74,Temperate,Coastal
