name,year,latitude,longitude,city,region,zipCode,cuisine,price,url,stars,price_level,price_numeric,years_since_award,decade,hemisphere,continent,has_url,name_length,name_word_count,distance_to_ny,city_restaurant_density,climate_zone,coastal_proximity
The Song of India,2019,1.310767,103.8353,Singapore,Singapore,Unknown,Indian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/the-song-of-india,1,Budget,1,6,2010,Northern,Asia,True,17,4,15337.163564672841,39,Tropical,Coastal
Lei Garden,2019,1.295228,103.8521,Singapore,Singapore,Unknown,Cantonese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/lei-garden501509,1,Budget,1,6,2010,Northern,Asia,True,10,2,15338.96914995409,39,Tropical,Coastal
Whitegrass,2019,1.295452,103.8516,Singapore,Singapore,Unknown,Australian,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/whitegrass,1,Moderate,2,6,2010,Northern,Asia,True,10,1,15338.94191347665,39,Tropical,Coastal
Jaan,2019,1.293184,103.8529,Singapore,Singapore,Unknown,French,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jaan,1,Expensive,3,6,2010,Northern,Asia,True,4,1,15339.199989796669,39,Tropical,Coastal
Labyrinth,2019,1.2899688,103.8562,Singapore,Singapore,Unknown,Innovative,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/labyrinth,1,Moderate,2,6,2010,Northern,Asia,True,9,1,15339.572683445485,39,Tropical,Coastal
Cut,2019,1.2853268,103.8607,Singapore,Singapore,Unknown,Steakhouse,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cut,1,Expensive,3,6,2010,Northern,Asia,True,3,1,15340.109489134142,39,Tropical,Coastal
Alma,2019,1.309123,103.834,Singapore,Singapore,Unknown,European,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/alma,1,Budget,1,6,2010,Northern,Asia,True,4,1,15337.340042910379,39,Tropical,Coastal
Béni,2019,1.302379,103.8366,Singapore,Singapore,Unknown,French,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/beni,1,Moderate,2,6,2010,Northern,Asia,True,4,1,15338.101577687183,39,Tropical,Coastal
Crystal Jade Golden Palace,2019,1.303244,103.8353,Singapore,Singapore,Unknown,Chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/crystal-jade-golden-palace,1,Budget,1,6,2010,Northern,Asia,True,26,4,15337.999324175405,39,Tropical,Coastal
Imperial Treasure Fine Teochew Cuisine (Orchard),2019,1.3032448,103.8349,Singapore,Singapore,Unknown,Chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/imperial-treasure-fine-teochew-cuisine-orchard,1,Budget,1,6,2010,Northern,Asia,True,48,6,15337.997340036802,39,Tropical,Coastal
Saint Pierre,2019,1.285781,103.8538,Singapore,Singapore,Unknown,French,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/saint-pierre,1,Moderate,2,6,2010,Northern,Asia,True,12,2,15340.026659485426,39,Tropical,Coastal
Sushi Ichi,2019,1.305105,103.8324,Singapore,Singapore,Unknown,Sushi,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-ichi,1,Expensive,3,6,2010,Northern,Asia,True,10,2,15337.778830331294,39,Tropical,Coastal
Sushi Kimura,2019,1.3063719,103.829475,Singapore,Singapore,Unknown,Sushi,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-kimura,1,Very Expensive,4,6,2010,Northern,Asia,True,12,2,15337.624200884607,39,Tropical,Coastal
Iggy's,2019,1.305986,103.8294,Singapore,Singapore,Unknown,European,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/iggy-s,1,Expensive,3,6,2010,Northern,Asia,True,6,1,15337.666715541256,39,Tropical,Coastal
Braci,2019,1.287212,103.84949,Singapore,Singapore,Unknown,Italian contemporary,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/braci,1,Moderate,2,6,2010,Northern,Asia,True,5,1,15339.847410027047,39,Tropical,Coastal
Jiang-Nan Chun,2019,1.304937,103.8288,Singapore,Singapore,Unknown,Cantonese,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jiang-nan-chun,1,Expensive,3,6,2010,Northern,Asia,True,14,2,15337.780401786793,39,Tropical,Coastal
Bacchanalia,2019,1.2874758,103.8474,Singapore,Singapore,Unknown,Innovative,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/bacchanalia,1,Moderate,2,6,2010,Northern,Asia,True,11,1,15339.808258387224,39,Tropical,Coastal
Shinji (Tanglin Road),2019,1.305821,103.8257,Singapore,Singapore,Unknown,Sushi,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-tanglin-road,1,Very Expensive,4,6,2010,Northern,Asia,True,21,3,15337.667454481109,39,Tropical,Coastal
Corner House,2019,1.315121,103.8154,Singapore,Singapore,Unknown,Innovative,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/corner-house,1,Moderate,2,6,2010,Northern,Asia,True,12,2,15336.585169636137,39,Tropical,Coastal
Summer Palace,2019,1.3043848,103.825,Singapore,Singapore,Unknown,Cantonese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-palace501658,1,Budget,1,6,2010,Northern,Asia,True,13,2,15337.823674675255,39,Tropical,Coastal
Cheek by Jowl,2019,1.281301,103.84849,Singapore,Singapore,Unknown,Australian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cheek-by-jowl,1,Budget,1,6,2010,Northern,Asia,True,13,3,15340.499383653963,39,Tropical,Coastal
Nouri,2019,1.28086,103.84713,Singapore,Singapore,Unknown,Innovative,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/nouri,1,Budget,1,6,2010,Northern,Asia,True,5,1,15340.541967693944,39,Tropical,Coastal
Liao Fan Hong Kong Soya Sauce Chicken Rice & Noodle,2019,1.28248,103.8439,Singapore,Singapore,Unknown,Street Food,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/liao-fan-hong-kong-soya-sauce-chicken-rice-noodle,1,Budget,1,6,2010,Northern,Asia,True,51,10,15340.346757102747,39,Tropical,Coastal
Burnt Ends,2019,1.280501,103.8418,Singapore,Singapore,Unknown,Barbecue,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/burnt-ends,1,Moderate,2,6,2010,Northern,Asia,True,10,2,15340.55669440281,39,Tropical,Coastal
Rhubarb,2019,1.279368,103.843,Singapore,Singapore,Unknown,French,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/rhubarb,1,Budget,1,6,2010,Northern,Asia,True,7,1,15340.688233650728,39,Tropical,Coastal
Meta,2019,1.279372,103.8415,Singapore,Singapore,Unknown,Innovative,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/meta,1,Moderate,2,6,2010,Northern,Asia,True,4,1,15340.680702183448,39,Tropical,Coastal
Ma Cuisine,2019,1.27826,103.842,Singapore,Singapore,Unknown,French,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/ma-cuisine,1,Budget,1,6,2010,Northern,Asia,True,10,2,15340.806602097904,39,Tropical,Coastal
Candlenut,2019,1.2797709,103.8402,Singapore,Singapore,Unknown,Peranakan,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/candlenut,1,Budget,1,6,2010,Northern,Asia,True,9,1,15340.63024055072,39,Tropical,Coastal
Bhoga,2019,57.70618,11.9624,Göteborg,Sweden,411 14,Creative,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/bhoga,1,Expensive,3,6,2010,Northern,Europe,True,5,1,6066.825027774858,6,Subarctic,Inland
Koka,2019,57.698406,11.965365,Göteborg,Sweden,411 25,Modern,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka,1,Expensive,3,6,2010,Northern,Europe,True,4,1,6067.310506092717,6,Subarctic,Inland
28+,2019,57.69809,11.97377,Göteborg,Sweden,411 34,Modern,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/28,1,Expensive,3,6,2010,Northern,Europe,True,3,1,6067.787061664544,6,Subarctic,Inland
SK Mat & Människor,2019,57.69688,11.98338,Göteborg,Sweden,412 55,Modern,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor,1,Expensive,3,6,2010,Northern,Europe,True,18,4,6068.367102975601,6,Subarctic,Inland
Thörnströms Kök,2019,57.69437,11.977609,Göteborg,Sweden,411 32,Classic,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok,1,Expensive,3,6,2010,Northern,Europe,True,15,2,6068.152915629936,6,Subarctic,Inland
Upper House,2019,57.69745,11.99021,Göteborg,Sweden,402 26,Creative,$$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house,1,Very Expensive,4,6,2010,Northern,Europe,True,11,2,6068.720066811693,6,Subarctic,Inland
Agrikultur,2019,59.34777,18.05863,Stockholm,Sweden,113 54,Modern,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur,1,Very Expensive,4,6,2010,Northern,Europe,True,10,1,6318.567784470014,10,Subarctic,Inland
Sushi Sho,2019,59.341286,18.049892,Stockholm,Sweden,113 28,Japanese,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho,1,Expensive,3,6,2010,Northern,Europe,True,9,2,6318.4261042642565,10,Subarctic,Inland
Volt,2019,59.33867,18.079683,Stockholm,Sweden,114 48,Creative,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt,1,Expensive,3,6,2010,Northern,Europe,True,4,1,6320.078561044456,10,Subarctic,Inland
Ekstedt,2019,59.33674,18.07521,Stockholm,Sweden,11446,Meats and grills,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt,1,Expensive,3,6,2010,Northern,Europe,True,7,1,6319.940393739544,10,Subarctic,Inland
Operakällaren,2019,59.329876,18.071363,Stockholm,Sweden,111 86,Classic,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren,1,Very Expensive,4,6,2010,Northern,Europe,True,13,1,6320.067860694907,10,Subarctic,Inland
Mathias Dahlgren-Matbaren,2019,59.32935,18.07543,Stockholm,Sweden,103 27,Modern,$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren,1,Moderate,2,6,2010,Northern,Europe,True,25,2,6320.301494410379,10,Subarctic,Inland
Aloë,2019,59.2842,17.985748,Stockholm,Sweden,125 33,Creative,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aloe,1,Very Expensive,4,6,2010,Northern,Europe,True,4,1,6317.8308038500745,10,Subarctic,Inland
PM & Vänner,2019,56.87892,14.80387,Växjö,Sweden,352 31,Creative,$$$,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner,1,Expensive,3,6,2010,Northern,Europe,True,11,3,6259.93866867678,1,Subarctic,Near Coastal
Bloom in the Park,2019,55.59064,12.99794,Malmö,Sweden,214 66,Creative,$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/bloom-in-the-park,1,Moderate,2,6,2010,Northern,Europe,True,17,4,6216.6893496253815,3,Subarctic,Coastal
SAV,2019,55.53376,13.00537,Malmö,Sweden,21875,Creative,$$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav,1,Expensive,3,6,2010,Northern,Europe,True,3,1,6219.683829759893,3,Subarctic,Coastal
Golden Formosa,2019,25.118216,121.53623,Taipei,Taipei,110,Taiwanese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa,1,Moderate,2,6,2010,Northern,Asia,True,14,2,12520.809585521141,24,Subtropical,Inland
Danny's Steakhouse,2019,25.082657,121.552765,Taipei,Taipei,110,Steakhouse,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/danny-s-steakhouse,1,Moderate,2,6,2010,Northern,Asia,True,18,2,12524.300043439725,24,Subtropical,Inland
L'Atelier de Joël Robuchon,2019,25.039188,121.56771,Taipei,Taipei,110,French,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759,1,Expensive,3,6,2010,Northern,Asia,True,26,4,12528.68290290177,24,Subtropical,Inland
Kitcho,2019,25.04429,121.55076,Taipei,Taipei,110,Sushi,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho,1,Very Expensive,4,6,2010,Northern,Asia,True,6,1,12528.505942223657,24,Subtropical,Inland
Tien Hsiang Lo,2019,25.062696,121.529976,Taipei,Taipei,110,Hang Zhou,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo,1,Moderate,2,6,2010,Northern,Asia,True,14,3,12526.970429649009,24,Subtropical,Inland
Ya Ge,2019,25.06625,121.52533,Taipei,Taipei,110,Cantonese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ya-ge,1,Moderate,2,6,2010,Northern,Asia,True,5,2,12526.687858689416,24,Subtropical,Inland
Da-Wan,2019,25.043018,121.55019,Taipei,Taipei,110,Barbecue,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-wan,1,Expensive,3,6,2010,Northern,Asia,True,6,1,12528.656557643426,24,Subtropical,Inland
Sushi Nomura,2019,25.03618,121.55465,Taipei,Taipei,110,Sushi,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura,1,Expensive,3,6,2010,Northern,Asia,True,12,2,12529.29921815772,24,Subtropical,Inland
logy,2019,25.03561,121.55323,Taipei,Taipei,110,Asian contemporary,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/logy,1,Very Expensive,4,6,2010,Northern,Asia,True,4,1,12529.392567114286,24,Subtropical,Inland
Ming Fu,2019,25.06171,121.52399,Taipei,Taipei,110,Taiwanese,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu,1,Expensive,3,6,2010,Northern,Asia,True,7,2,12527.210007372056,24,Subtropical,Inland
Ken An Ho,2019,25.034622,121.55281,Taipei,Taipei,110,Japanese,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ken-an-ho,1,Very Expensive,4,6,2010,Northern,Asia,True,9,3,12529.509051446821,24,Subtropical,Inland
Sushi Ryu,2019,25.055832,121.52724,Taipei,Taipei,110,Sushi,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu,1,Very Expensive,4,6,2010,Northern,Asia,True,9,2,12527.775601190353,24,Subtropical,Inland
MUME,2019,25.036266,121.54809,Taipei,Taipei,110,European,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume,1,Expensive,3,6,2010,Northern,Asia,True,4,1,12529.435507715645,24,Subtropical,Inland
Impromptu by Paul Lee,2019,25.05429,121.524254,Taipei,Taipei,110,Innovative,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/impromptu-by-paul-lee,1,Expensive,3,6,2010,Northern,Asia,True,21,4,12528.00902407509,24,Subtropical,Inland
Longtail,2019,25.023922,121.54841,Taipei,Taipei,110,Innovative,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail,1,Moderate,2,6,2010,Northern,Asia,True,8,1,12530.767274029495,24,Subtropical,Inland
Mountain and Sea House,2019,25.038046,121.531395,Taipei,Taipei,110,Taiwanese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house,1,Moderate,2,6,2010,Northern,Asia,True,22,4,12529.612760194565,24,Subtropical,Inland
Da San Yuan,2019,25.042248,121.512215,Taipei,Taipei,110,Cantonese,$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-san-yuan,1,Budget,1,6,2010,Northern,Asia,True,11,3,12529.581915548428,24,Subtropical,Inland
Tainan Tan Tsu Mien Seafood,2019,25.03799,121.4984,Taipei,Taipei,110,Seafood,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,1,Moderate,2,6,2010,Northern,Asia,True,27,5,12530.349593844621,24,Subtropical,Inland
Suan Thip,2019,13.926962,100.502144,Bangkok,Thailand,Unknown,Thai,$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip,1,Budget,1,6,2010,Northern,Asia,True,9,2,13913.079337401528,25,Tropical,Inland
Upstairs at Mikkeller,2019,13.727946,100.58844,Bangkok,Thailand,Unknown,Innovative,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/upstairs-at-mikkeller,1,Luxury,5,6,2010,Northern,Asia,True,21,3,13935.943800322071,25,Tropical,Inland
Chim by Siam Wisdom,2019,13.740706,100.56789,Bangkok,Thailand,Unknown,Thai,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom,1,Expensive,3,6,2010,Northern,Asia,True,19,4,13934.335787737868,25,Tropical,Inland
R-Haan,2019,13.731805,100.57972,Bangkok,Thailand,Unknown,Thai,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan,1,Very Expensive,4,6,2010,Northern,Asia,True,6,1,13935.433844171936,25,Tropical,Inland
Canvas,2019,13.728886,100.580826,Bangkok,Thailand,Unknown,Innovative,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292,1,Very Expensive,4,6,2010,Northern,Asia,True,6,1,13935.767644520653,25,Tropical,Inland
Bo.lan,2019,13.726389,100.57799,Bangkok,Thailand,Unknown,Thai,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bo-lan,1,Luxury,5,6,2010,Northern,Asia,True,6,1,13936.017372416782,25,Tropical,Inland
Sra Bua by Kiin Kiin,2019,13.754137,100.53451,Bangkok,Thailand,Unknown,Thai Contemporary,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin,1,Expensive,3,6,2010,Northern,Asia,True,20,5,13932.530501076128,25,Tropical,Inland
Elements,2019,13.742978,100.54798,Bangkok,Thailand,Unknown,French,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements,1,Very Expensive,4,6,2010,Northern,Asia,True,8,1,13933.894889748623,25,Tropical,Inland
Paste,2019,13.744594,100.540565,Bangkok,Thailand,Unknown,Thai,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste,1,Expensive,3,6,2010,Northern,Asia,True,5,1,13933.645246920827,25,Tropical,Inland
Ginza Sushi ichi,2019,13.744069,100.54092,Bangkok,Thailand,Unknown,Sushi,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,1,Very Expensive,4,6,2010,Northern,Asia,True,16,3,13933.706781065282,25,Tropical,Inland
Sorn,2019,13.723242,100.56848,Bangkok,Thailand,Unknown,Southern Thai,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn,1,Luxury,5,6,2010,Northern,Asia,True,4,1,13936.275787167406,25,Tropical,Inland
Savelberg,2019,13.738216,100.54642,Bangkok,Thailand,Unknown,French,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg,1,Expensive,3,6,2010,Northern,Asia,True,9,1,13934.407480643045,25,Tropical,Inland
Saneh Jaan,2019,13.735739,100.54605,Bangkok,Thailand,Unknown,Thai,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan,1,Moderate,2,6,2010,Northern,Asia,True,10,2,13934.678312654903,25,Tropical,Inland
Gaa,2019,13.737806,100.54275,Bangkok,Thailand,Unknown,Innovative,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaa,1,Very Expensive,4,6,2010,Northern,Asia,True,3,1,13934.417922583016,25,Tropical,Inland
Methavalai Sorndaeng,2019,13.756321,100.502045,Bangkok,Thailand,Unknown,Thai,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng,1,Moderate,2,6,2010,Northern,Asia,True,20,2,13931.977866988607,25,Tropical,Inland
Jay Fai,2019,13.752614,100.50466,Bangkok,Thailand,Unknown,Street Food,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jay-fai,1,Moderate,2,6,2010,Northern,Asia,True,7,2,13932.41353344139,25,Tropical,Inland
Nahm,2019,13.724357,100.53926,Bangkok,Thailand,Unknown,Thai,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm,1,Expensive,3,6,2010,Northern,Asia,True,4,1,13935.874263583297,25,Tropical,Inland
J'AIME by Jean-Michel Lorain,2019,13.718885,100.546326,Bangkok,Thailand,Unknown,French,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/j-aime-by-jean-michel-lorain,1,Expensive,3,6,2010,Northern,Asia,True,28,4,13936.54771736461,25,Tropical,Inland
Saawaan,2019,13.721809,100.53741,Bangkok,Thailand,Unknown,Thai Contemporary,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saawaan,1,Very Expensive,4,6,2010,Northern,Asia,True,7,1,13936.138828264824,25,Tropical,Inland
Le Du,2019,13.725005,100.52939,Bangkok,Thailand,Unknown,Thai,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du,1,Very Expensive,4,6,2010,Northern,Asia,True,5,2,13935.708246973776,25,Tropical,Inland
Ruean Panya,2019,13.558403,100.28264,Bangkok,Thailand,Unknown,Thai,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ruean-panya,1,Moderate,2,6,2010,Northern,Asia,True,11,2,13951.74311651128,25,Tropical,Inland
PRU,2019,8.034298,98.2764,Phuket,Thailand,Unknown,Innovative,$$$$$,https://guide.michelin.com/th/en/phuket-region/phuket/restaurant/pru,1,Luxury,5,6,2010,Northern,Asia,True,3,1,14537.270706805759,1,Tropical,Inland
Blue Duck Tavern,2019,38.905373,-77.05128,Washington DC,Washington DC,20037,American,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern,1,Expensive,3,6,2010,Northern,Americas,True,16,3,328.68073205943784,16,Temperate,Inland
Tail Up Goat,2019,38.9235,-77.043274,Washington DC,Washington DC,20009,Modern,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,1,Moderate,2,6,2010,Northern,Americas,True,12,3,326.8827681343433,16,Temperate,Inland
Komi,2019,38.910107,-77.03836,Washington DC,Washington DC,20036,Mediterranean,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,1,Very Expensive,4,6,2010,Northern,Americas,True,4,1,327.4790328461442,16,Temperate,Inland
Sushi Taro,2019,38.909992,-77.03834,Washington DC,Washington DC,20036,Japanese,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,1,Very Expensive,4,6,2010,Northern,Americas,True,10,2,327.48567776789145,16,Temperate,Inland
Plume,2019,38.906,-77.03671,Washington DC,Washington DC,20036,European,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,1,Very Expensive,4,6,2010,Northern,Americas,True,5,1,327.65344537655994,16,Temperate,Inland
Siren by RW,2019,38.907776,-77.035446,Washington DC,Washington DC,20005,Seafood,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,1,Expensive,3,6,2010,Northern,Americas,True,11,3,327.4445108066349,16,Temperate,Inland
Bresca,2019,38.91584,-77.0321,Washington DC,Washington DC,20000,Modern,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca,1,Moderate,2,6,2010,Northern,Americas,True,6,1,326.65779929664893,16,Temperate,Inland
The Dabney,2019,38.906292,-77.024666,Washington DC,Washington DC,20001,American,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,1,Moderate,2,6,2010,Northern,Americas,True,10,2,326.821214887318,16,Temperate,Inland
Métier,2019,38.903503,-77.0218,Washington DC,Washington DC,20001,Modern,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,1,Very Expensive,4,6,2010,Northern,Americas,True,6,1,326.8230495628701,16,Temperate,Inland
Kinship,2019,38.903282,-77.0218,Washington DC,Washington DC,20001,Modern,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,1,Expensive,3,6,2010,Northern,Americas,True,7,1,326.83849742514957,16,Temperate,Inland
Fiola,2019,38.89416,-77.02032,Washington DC,Washington DC,20004,Italian,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,1,Very Expensive,4,6,2010,Northern,Americas,True,5,1,327.37768892030414,16,Temperate,Inland
Masseria,2019,38.909504,-76.99908,Washington DC,Washington DC,20002,Italian,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,1,Expensive,3,6,2010,Northern,Americas,True,8,1,324.8753356221264,16,Temperate,Inland
Rose's Luxury,2019,38.88064,-76.99515,Washington DC,Washington DC,20003,Modern,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,1,Moderate,2,6,2010,Northern,Americas,True,13,2,326.64477541228786,16,Temperate,Inland
Loch Bay,2019,57.51487,-6.57114,Waternish,United Kingdom,IV55 8GA,Modern,,https://guide.michelin.com/gb/en/highland/waternish/restaurant/loch-bay,1,Unknown,0,6,2010,Northern,Europe,True,8,2,5009.899651299585,1,Subarctic,Inland
Braidwoods,2019,55.69474,-4.7425,Dalry,United Kingdom,KA24 4LN,Classic,,https://guide.michelin.com/gb/en/north-ayrshire/dalry/restaurant/braidwoods,1,Unknown,0,6,2010,Northern,Europe,True,10,1,5155.53427029138,1,Subarctic,Inland
Eipic,2019,54.595898,-5.9322424,Belfast,United Kingdom,BT1 6PF,Modern,,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/eipic,1,Unknown,0,6,2010,Northern,Europe,True,5,1,5106.335267001722,2,Subarctic,Inland
OX,2019,54.59891,-5.92198,Belfast,United Kingdom,BT1 3LA,British,,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/ox399109,1,Unknown,0,6,2010,Northern,Europe,True,2,1,5106.913686677403,2,Subarctic,Inland
The Peat Inn,2019,56.27861,-2.8845797,Peat Inn,United Kingdom,KY15 5LH,Classic,,https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn,1,Unknown,0,6,2010,Northern,Europe,True,12,3,5255.027899504985,1,Subarctic,Inland
Kitchin,2019,55.976967,-3.172842,Leith,United Kingdom,EH6 6LX,Modern,,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/kitchin,1,Unknown,0,6,2010,Northern,Europe,True,7,1,5244.824053949527,2,Subarctic,Inland
Martin Wishart,2019,55.97552,-3.17019,Leith,United Kingdom,EH6 6RA,Modern,,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/martin-wishart,1,Unknown,0,6,2010,Northern,Europe,True,14,2,5245.019967929372,2,Subarctic,Inland
Number One,2019,55.95298,-3.18966,Edinburgh,United Kingdom,EH2 2EQ,Modern,,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/number-one,1,Unknown,0,6,2010,Northern,Europe,True,10,2,5244.379616215666,2,Subarctic,Inland
21212,2019,55.95674,-3.18018,Edinburgh,United Kingdom,EH7 5AB,Creative,,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/21212,1,Unknown,0,6,2010,Northern,Europe,True,5,1,5244.86519746754,2,Subarctic,Inland
